date,price_per_vori_22k,price_per_gram_22k
2025-08-28,102732.3,8807.638888888889
2025-08-27,102216.2,8763.391632373114
2025-08-26,102080.0,8751.714677640604
2025-08-25,101215.0,8677.5548696845
2025-08-24,101062.1,8664.446159122086
2025-08-23,101060.8,8664.334705075446
2025-08-22,101062.1,8664.446159122086
2025-08-21,100037.3,8576.586076817559
2025-08-20,99998.0,8573.216735253773
2025-08-19,99105.9,8496.73353909465
2025-08-18,99873.4,8562.534293552812
2025-08-17,100210.7,8591.452331961591
2025-08-16,100210.0,8591.39231824417
2025-08-15,100209.5,8591.349451303155
2025-08-14,100385.4,8606.430041152264
2025-08-13,100720.9,8635.193758573389
2025-08-12,100667.3,8630.59842249657
2025-08-11,100578.5,8622.98525377229
2025-08-10,102115.4,8754.74965706447
2025-08-09,102301.7,8770.721879286693
2025-08-08,102305.8,8771.073388203018
2025-08-07,101924.3,8738.365912208505
2025-08-06,101428.4,8695.850480109739
2025-08-05,101842.8,8731.378600823045
2025-08-04,101743.0,8722.822359396434
2025-08-03,100678.7,8631.575788751714
2025-08-02,100602.2,8625.017146776407
2025-08-01,100601.0,8624.91426611797
2025-07-31,98803.2,8470.781893004116
2025-07-30,98562.5,8450.145747599452
2025-07-29,99404.5,8522.333676268861
2025-07-28,98688.8,8460.973936899863
2025-07-27,99083.2,8494.787379972566
2025-07-26,99124.7,8498.345336076818
2025-07-25,99125.1,8498.37962962963
2025-07-24,99920.2,8566.546639231825
2025-07-23,100420.9,8609.473593964334
2025-07-22,101688.3,8718.132716049384
2025-07-21,100601.1,8624.922839506173
2025-07-20,99079.0,8494.427297668039
2025-07-19,99079.0,8494.427297668039
2025-07-18,99129.4,8498.74828532236
2025-07-17,98609.7,8454.192386831275
2025-07-16,98669.8,8459.34499314129
2025-07-15,98101.5,8410.622427983539
2025-07-14,98665.6,8458.984910836763
2025-07-13,98925.3,8481.25
2025-07-12,98925.3,8481.25
2025-07-11,98925.3,8481.25
2025-07-10,97804.7,8385.176611796982
2025-07-09,97501.1,8359.14780521262
2025-07-08,97132.7,8327.563443072702
2025-07-07,98384.1,8434.850823045268
2025-07-06,98282.8,8426.165980795611
2025-07-05,98282.8,8426.165980795611
2025-07-04,98075.0,8408.350480109739
2025-07-03,97505.0,8359.482167352538
2025-07-02,98640.3,8456.8158436214
2025-07-01,98078.3,8408.633401920439
2025-06-30,97156.6,8329.612482853225
2025-06-29,96071.9,8236.616941015089
2025-06-28,96071.9,8236.616941015089
2025-06-27,96072.4,8236.659807956104
2025-06-26,97844.0,8388.545953360768
2025-06-25,98357.5,8432.570301783266
2025-06-24,98044.7,8405.752743484225
2025-06-23,99819.2,8557.887517146777
2025-06-22,100110.6,8582.87037037037
2025-06-21,100110.6,8582.87037037037
2025-06-20,100110.6,8582.87037037037
2025-06-19,100317.3,8600.591563786009
2025-06-18,100019.9,8575.094307270232
2025-06-17,100596.2,8624.502743484225
2025-06-16,99905.9,8565.320644718793
2025-06-15,101502.4,8702.194787379973
2025-06-14,101502.4,8702.194787379973
2025-06-13,101502.2,8702.177640603566
2025-06-12,99459.3,8527.031893004116
2025-06-11,98411.1,8437.165637860084
2025-06-10,97582.3,8366.10939643347
2025-06-09,97750.2,8380.504115226337
2025-06-08,97494.6,8358.590534979425
2025-06-07,97494.6,8358.590534979425
2025-06-06,97494.6,8358.590534979425
2025-06-05,98810.7,8471.424897119341
2025-06-04,99435.4,8524.982853223593
2025-06-03,98647.6,8457.44170096022
2025-06-02,99079.4,8494.46159122085
2025-06-01,96684.8,8289.163237311386
2025-05-31,96684.8,8289.163237311386
2025-05-30,96684.8,8289.163237311386
2025-05-29,97218.5,8334.919410150891
2025-05-28,96339.9,8259.593621399177
2025-05-27,96704.3,8290.835048010975
2025-05-26,97649.9,8371.90500685871
2025-05-25,98059.2,8406.995884773663
2025-05-24,98059.2,8406.995884773663
2025-05-23,98059.2,8406.995884773663
2025-05-22,97240.5,8336.805555555557
2025-05-21,97393.2,8349.897119341564
2025-05-20,96599.8,8281.87585733882
2025-05-19,94618.2,8111.985596707819
2025-05-18,93903.2,8050.685871056241
2025-05-17,93960.2,8055.572702331961
2025-05-16,93978.2,8057.115912208505
2025-05-15,95009.1,8145.498971193417
2025-05-14,93211.3,7991.366598079561
2025-05-13,94875.5,8134.044924554184
2025-05-12,94330.3,8087.302812071331
2025-05-11,97592.0,8366.941015089164
2025-05-10,97588.6,8366.649519890261
2025-05-09,97588.6,8366.649519890261
2025-05-08,97609.1,8368.40706447188
2025-05-07,97953.6,8397.942386831277
2025-05-06,99805.1,8556.678669410152
2025-05-05,96363.3,8261.599794238684
2025-05-04,93977.8,8057.081618655693
2025-05-03,94093.5,8067.001028806584
2025-05-02,94093.5,8067.001028806584
2025-05-01,94141.3,8071.099108367627
2025-04-30,95461.7,8184.302126200274
2025-04-29,96973.8,8313.940329218107
2025-04-28,97939.3,8396.716392318245
2025-04-27,97136.3,8327.872085048011
2025-04-26,97135.8,8327.829218106996
2025-04-25,97135.8,8327.829218106996
2025-04-24,97952.2,8397.822359396434
2025-04-23,96506.0,8273.83401920439
2025-04-22,98899.3,8479.020919067216
2025-04-21,100097.6,8581.75582990398
2025-04-20,97508.2,8359.756515775034
2025-04-19,97508.2,8359.756515775034
2025-04-18,97508.2,8359.756515775034
2025-04-17,97508.2,8359.756515775034
2025-04-16,98243.1,8422.762345679013
2025-04-15,95037.0,8147.890946502058
2025-04-14,94802.4,8127.777777777777
2025-04-13,95487.1,8186.479766803842
2025-04-12,95487.1,8186.479766803842
2025-04-11,95610.1,8197.025034293554
2025-04-10,94070.5,8065.029149519891
2025-04-09,91168.8,7816.2551440329225
2025-04-08,88497.2,7587.208504801098
2025-04-07,88053.7,7549.185528120714
2025-04-06,89123.7,7640.9207818930045
2025-04-05,89123.7,7640.9207818930045
2025-04-04,89193.5,7646.905006858711
2025-04-03,91181.2,7817.318244170096
2025-04-02,92220.7,7906.438614540466
2025-04-01,91473.0,7842.335390946502
2025-03-31,91583.5,7851.808984910837
2025-03-30,90527.2,7761.248285322359
2025-03-29,90527.2,7761.248285322359
2025-03-28,90530.5,7761.531207133059
2025-03-27,89864.6,7704.441015089164
2025-03-26,88822.7,7615.11488340192
2025-03-25,88705.4,7605.058299039781
2025-03-24,88402.4,7579.080932784636
2025-03-23,89232.0,7650.205761316873
2025-03-22,89228.4,7649.897119341564
2025-03-21,89219.7,7649.151234567901
2025-03-20,90215.8,7734.550754458162
2025-03-19,90273.0,7739.4547325102885
2025-03-18,90152.5,7729.123799725652
2025-03-17,89184.3,7646.116255144033
2025-03-16,89168.9,7644.795953360768
2025-03-15,89164.4,7644.410150891632
2025-03-14,89170.7,7644.950274348423
2025-03-13,89167.9,7644.710219478738
2025-03-12,87765.6,7524.485596707819
2025-03-11,87224.7,7478.1121399176955
2025-03-10,86579.6,7422.805212620028
2025-03-09,87065.1,7464.429012345679
2025-03-08,87087.3,7466.33230452675
2025-03-07,87070.0,7464.849108367627
2025-03-06,87044.8,7462.688614540467
2025-03-05,86974.9,7456.695816186557
2025-03-04,87326.8,7486.865569272977
2025-03-03,86700.2,7433.144718792867
2025-03-02,85794.8,7355.521262002744
2025-03-01,85794.8,7355.521262002744
2025-02-28,85763.0,7352.794924554184
2025-02-27,86238.4,7393.552812071331
2025-02-26,87273.7,7482.313100137174
2025-02-25,87144.7,7471.253429355281
2025-02-24,87822.1,7529.329561042525
2025-02-23,87362.1,7489.891975308643
2025-02-22,87311.9,7485.588134430726
2025-02-21,87334.4,7487.517146776406
2025-02-20,87244.1,7479.775377229082
2025-02-19,87499.2,7501.6460905349795
2025-02-18,87563.6,7507.167352537724
2025-02-17,86404.8,7407.818930041152
2025-02-16,85757.2,7352.297668038409
2025-02-15,85719.8,7349.091220850481
2025-02-14,85798.4,7355.829903978052
2025-02-13,87065.4,7464.454732510288
2025-02-12,86729.7,7435.673868312757
2025-02-11,86313.7,7400.008573388203
2025-02-10,87297.4,7484.344993141289
2025-02-09,86202.9,7390.509259259259
2025-02-08,86202.9,7390.509259259259
2025-02-07,86179.3,7388.485939643348
2025-02-06,85855.6,7360.733882030179
2025-02-05,85920.8,7366.3237311385465
2025-02-04,84985.1,7286.102537722909
2025-02-03,84037.4,7204.852537722908
2025-02-02,83178.5,7131.2157064471885
2025-02-01,83178.5,7131.2157064471885
2025-01-31,83273.4,7139.351851851851
2025-01-30,83066.6,7121.622085048011
2025-01-29,82042.6,7033.830589849109
2025-01-28,82096.9,7038.485939643347
2025-01-27,81251.6,6966.015089163238
2025-01-26,82010.1,7031.044238683128
2025-01-25,81985.6,7028.943758573389
2025-01-24,82012.7,7031.267146776406
2025-01-23,81769.4,7010.408093278464
2025-01-22,81797.8,7012.842935528121
2025-01-21,81473.7,6985.05658436214
2025-01-20,80119.1,6868.921467764061
2025-01-19,80313.8,6885.613854595336
2025-01-18,80313.8,6885.613854595336
2025-01-17,80305.4,6884.893689986282
2025-01-16,80688.4,6917.729766803841
2025-01-15,79994.2,6858.213305898491
2025-01-14,79506.1,6816.366598079561
2025-01-13,79236.7,6793.269890260631
2025-01-12,79534.2,6818.775720164609
2025-01-11,79534.2,6818.775720164609
2025-01-10,79532.0,6818.587105624143
2025-01-09,78732.8,6750.068587105625
2025-01-08,78480.0,6728.395061728395
2025-01-07,78002.2,6687.431412894376
2025-01-06,77611.3,6653.9180384087795
2025-01-05,77713.6,6662.688614540467
2025-01-04,77720.5,6663.280178326475
2025-01-03,77712.1,6662.5600137174215
2025-01-02,78297.9,6712.782921810699
2025-01-01,77069.7,6607.484567901234
2024-12-31,77068.8,6607.407407407408
2024-12-30,76447.5,6554.140946502058
2024-12-29,76756.1,6580.598422496571
2024-12-28,76758.1,6580.769890260632
2024-12-27,76767.1,6581.541495198903
2024-12-26,77096.4,6609.77366255144
2024-12-25,76743.6,6579.526748971194
2024-12-24,76546.6,6562.637174211249
2024-12-23,76330.8,6544.135802469136
2024-12-22,76438.6,6553.37791495199
2024-12-21,76438.6,6553.37791495199
2024-12-20,76452.1,6554.5353223593975
2024-12-19,75781.1,6497.0078875171475
2024-12-18,75479.9,6471.184842249657
2024-12-17,77101.2,6610.185185185185
2024-12-16,77305.5,6627.700617283951
2024-12-15,77097.1,6609.833676268862
2024-12-14,77103.7,6610.39951989026
2024-12-13,77122.8,6612.037037037037
2024-12-12,78068.4,6693.106995884773
2024-12-11,79134.5,6784.507887517147
2024-12-10,78487.2,6729.0123456790125
2024-12-09,77474.0,6642.146776406036
2024-12-08,76526.4,6560.905349794239
2024-12-07,76526.8,6560.939643347051
2024-12-06,76526.8,6560.939643347051
2024-12-05,76500.5,6558.684842249657
2024-12-04,77048.3,6605.64986282579
2024-12-03,76850.4,6588.683127572016
2024-12-02,76717.7,6577.306241426611
2024-12-01,76938.3,6596.219135802469
2024-11-30,76938.3,6596.219135802469
2024-11-29,76941.4,6596.4849108367625
2024-11-28,76469.1,6555.99279835391
2024-11-27,76353.3,6546.064814814815
2024-11-26,76188.0,6531.893004115226
2024-11-25,75953.1,6511.754115226338
2024-11-24,78596.8,6738.40877914952
2024-11-23,78596.8,6738.40877914952
2024-11-22,78600.1,6738.69170096022
2024-11-21,77426.3,6638.0572702331965
2024-11-20,76705.4,6576.25171467764
2024-11-19,76261.8,6538.220164609054
2024-11-18,75671.8,6487.637174211249
2024-11-17,74313.9,6371.219135802468
2024-11-16,74272.2,6367.64403292181
2024-11-15,74236.4,6364.57475994513
2024-11-14,74393.8,6378.069272976681
2024-11-13,74589.0,6394.8045267489715
2024-11-12,75254.8,6451.886145404665
2024-11-11,75912.6,6508.281893004116
2024-11-10,77752.2,6665.997942386831
2024-11-09,77752.2,6665.997942386831
2024-11-08,77743.1,6665.217764060358
2024-11-07,78351.1,6717.343964334706
2024-11-06,76988.1,6600.488683127573
2024-11-05,79231.9,6792.858367626885
2024-11-04,79059.5,6778.077846364884
2024-11-03,79017.3,6774.45987654321
2024-11-02,78972.4,6770.610425240055
2024-11-01,78920.8,6766.186556927298
2024-10-31,79183.5,6788.708847736626
2024-10-30,80459.2,6898.079561042524
2024-10-29,80048.8,6862.89437585734
2024-10-28,79130.1,6784.130658436215
2024-10-27,79302.9,6798.9454732510285
2024-10-26,79303.4,6798.988340192043
2024-10-25,79243.2,6793.827160493827
2024-10-24,78953.2,6768.964334705075
2024-10-23,78361.3,6718.2184499314135
2024-10-22,79330.6,6801.320301783266
2024-10-21,78479.2,6728.326474622771
2024-10-20,78524.6,6732.218792866942
2024-10-19,78524.6,6732.218792866942
2024-10-18,78526.4,6732.373113854595
2024-10-17,77702.3,6661.719821673526
2024-10-16,77132.5,6612.86865569273
2024-10-15,76814.0,6585.562414266118
2024-10-14,76429.7,6552.61488340192
2024-10-13,76703.6,6576.097393689987
2024-10-12,76694.1,6575.2829218107
2024-10-11,76697.0,6575.531550068587
2024-10-10,75784.1,6497.265089163238
2024-10-09,75141.3,6442.155349794239
2024-10-08,75531.5,6475.608710562415
2024-10-07,76182.5,6531.42146776406
2024-10-06,76481.4,6557.047325102881
2024-10-05,76481.4,6557.047325102881
2024-10-04,76484.3,6557.295953360768
2024-10-03,76569.2,6564.574759945131
2024-10-02,76596.8,6566.941015089164
2024-10-01,76701.9,6575.951646090534
2024-09-30,75796.3,6498.311042524006
2024-09-29,76245.2,6536.796982167352
2024-09-28,76244.3,6536.719821673526
2024-09-27,76246.1,6536.8741426611805
2024-09-26,76704.5,6576.174554183814
2024-09-25,76269.4,6538.871742112483
2024-09-24,76251.6,6537.345679012346
2024-09-23,75379.7,6462.594307270233
2024-09-22,75104.9,6439.03463648834
2024-09-21,75110.3,6439.497599451303
2024-09-20,75105.5,6439.086076817558
2024-09-19,74241.1,6364.977709190673
2024-09-18,73519.6,6303.120713305899
2024-09-17,73897.1,6335.485253772292
2024-09-16,74318.4,6371.604938271605
2024-09-15,74298.9,6369.933127572016
2024-09-14,74296.6,6369.735939643348
2024-09-13,74296.6,6369.735939643348
2024-09-12,73708.9,6319.350137174211
2024-09-11,72398.7,6207.021604938272
2024-09-10,72534.2,6218.63854595336
2024-09-09,72239.2,6193.347050754458
2024-09-08,71990.9,6172.059327846365
2024-09-07,71991.3,6172.093621399177
2024-09-06,71954.1,6168.904320987655
2024-09-05,72562.0,6221.0219478738
2024-09-04,71932.3,6167.035322359397
2024-09-03,71835.0,6158.69341563786
2024-09-02,72138.1,6184.679355281208
2024-09-01,72077.8,6179.5096021947875
2024-08-31,72076.8,6179.423868312758
2024-08-30,72038.1,6176.10596707819
2024-08-29,72594.8,6223.83401920439
2024-08-28,72168.3,6187.268518518519
2024-08-27,72717.3,6234.336419753086
2024-08-26,72479.3,6213.931755829904
2024-08-25,72278.9,6196.750685871056
2024-08-24,72277.5,6196.630658436214
2024-08-23,72232.0,6192.729766803841
2024-08-22,71576.7,6136.548353909465
2024-08-21,72338.4,6201.851851851851
2024-08-20,72278.9,6196.750685871056
2024-08-19,72054.2,6177.486282578875
2024-08-18,72197.8,6189.797668038409
2024-08-17,72187.8,6188.940329218108
2024-08-16,72199.1,6189.909122085049
2024-08-15,70791.9,6069.264403292181
2024-08-14,70553.8,6048.851165980796
2024-08-13,70983.3,6085.673868312758
2024-08-12,71240.4,6107.716049382716
2024-08-11,70051.7,6005.804183813443
2024-08-10,70053.1,6005.924211248286
2024-08-09,70054.0,6006.0013717421125
2024-08-08,69997.8,6001.183127572017
2024-08-07,68659.0,5886.402606310014
2024-08-06,68907.0,5907.664609053498
2024-08-05,69495.3,5958.101851851852
2024-08-04,70232.8,6021.330589849109
2024-08-03,70228.9,6020.99622770919
2024-08-02,70258.3,6023.516803840878
2024-08-01,70299.4,6027.040466392318
2024-07-31,70314.5,6028.335048010974
2024-07-30,69289.4,5940.449245541838
2024-07-29,68528.0,5875.17146776406
2024-07-28,68621.4,5883.1790123456785
2024-07-27,68616.1,5882.724622770919
2024-07-26,68617.1,5882.81035665295
2024-07-25,67968.7,5827.220507544582
2024-07-24,68898.9,5906.970164609053
2024-07-23,69223.7,5934.816529492456
2024-07-22,68825.3,5900.660150891633
2024-07-21,68909.3,5907.861796982168
2024-07-20,68934.4,5910.013717421124
2024-07-19,68934.4,5910.013717421124
2024-07-18,70231.8,6021.244855967078
2024-07-17,70548.5,6048.396776406036
2024-07-16,70785.5,6068.7157064471885
2024-07-15,69488.5,5957.518861454047
2024-07-14,69114.3,5925.437242798354
2024-07-13,69114.0,5925.411522633745
2024-07-12,69132.3,5926.980452674898
2024-07-11,69229.8,5935.33950617284
2024-07-10,67957.0,5826.217421124828
2024-07-09,67748.5,5808.341906721536
2024-07-08,67605.1,5796.047668038409
2024-07-07,68521.2,5874.588477366255
2024-07-06,68519.0,5874.399862825789
2024-07-05,68519.0,5874.399862825789
2024-07-04,67550.5,5791.366598079561
2024-07-03,67573.1,5793.304183813444
2024-07-02,66782.9,5725.557270233196
2024-07-01,66795.1,5726.603223593965
2024-06-30,66497.3,5701.071673525377
2024-06-29,66537.0,5704.475308641975
2024-06-28,66537.0,5704.475308641975
2024-06-27,66657.6,5714.814814814816
2024-06-26,65931.5,5652.563443072702
2024-06-25,66471.2,5698.83401920439
2024-06-24,66776.0,5724.9657064471885
2024-06-23,66565.0,5706.87585733882
2024-06-22,66580.6,5708.213305898492
2024-06-21,66580.6,5708.213305898492
2024-06-20,67732.6,5806.978737997257
2024-06-19,66708.4,5719.170096021948
2024-06-18,66643.5,5713.60596707819
2024-06-17,66486.9,5700.180041152263
2024-06-16,66788.5,5726.037379972565
2024-06-15,66894.8,5735.150891632374
2024-06-14,66879.0,5733.7962962962965
2024-06-13,66043.6,5662.174211248286
2024-06-12,66519.2,5702.949245541838
2024-06-11,66462.6,5698.096707818931
2024-06-10,66225.3,5677.752057613169
2024-06-09,65860.7,5646.493484224966
2024-06-08,65764.2,5638.220164609053
2024-06-07,65689.4,5631.807270233196
2024-06-06,68098.0,5838.305898491084
2024-06-05,67477.8,5785.133744855967
2024-06-04,66789.5,5726.123113854595
2024-06-03,67031.7,5746.8878600823045
2024-06-02,66657.8,5714.831961591221
2024-06-01,66726.2,5720.696159122085
2024-05-31,66726.2,5720.696159122085
2024-05-30,67022.3,5746.081961591221
2024-05-29,66893.2,5735.013717421125
2024-05-28,67361.1,5775.128600823046
2024-05-27,67102.9,5752.9921124828525
2024-05-26,66679.7,5716.709533607682
2024-05-25,66537.6,5704.526748971194
2024-05-24,66543.3,5705.015432098766
2024-05-23,66642.2,5713.49451303155
2024-05-22,68057.2,5834.807956104252
2024-05-21,69256.3,5937.61145404664
2024-05-20,69412.3,5950.985939643348
2024-05-19,69141.5,5927.769204389575
2024-05-18,69034.2,5918.569958847736
2024-05-17,69123.7,5926.2431412894375
2024-05-16,68160.5,5843.66426611797
2024-05-15,68401.5,5864.326131687243
2024-05-14,67572.2,5793.227023319616
2024-05-13,67010.5,5745.070301783265
2024-05-12,67716.6,5805.606995884775
2024-05-11,67717.5,5805.684156378601
2024-05-10,67717.5,5805.684156378601
2024-05-09,67231.9,5764.051783264746
2024-05-08,66147.6,5671.090534979425
2024-05-07,66321.7,5686.016803840877
2024-05-06,66670.4,5715.912208504801
2024-05-05,65882.8,5648.388203017833
2024-05-04,65870.8,5647.3593964334705
2024-05-03,65888.5,5648.876886145405
2024-05-02,65946.6,5653.858024691359
2024-05-01,66463.3,5698.156721536351
2024-04-30,65688.6,5631.738683127573
2024-04-29,66820.3,5728.763717421125
2024-04-28,66853.5,5731.610082304527
2024-04-27,66928.8,5738.0658436214
2024-04-26,66887.9,5734.559327846365
2024-04-25,66699.1,5718.372770919068
2024-04-24,66307.8,5684.825102880659
2024-04-23,66402.2,5692.918381344307
2024-04-22,66669.4,5715.826474622771
2024-04-21,68258.2,5852.040466392318
2024-04-20,68455.4,5868.947187928669
2024-04-19,68387.0,5863.082990397806
2024-04-18,68224.7,5849.168381344307
2024-04-17,67837.4,5815.963648834019
2024-04-16,68507.9,5873.4482167352535
2024-04-15,68364.2,5861.128257887517
2024-04-14,67647.4,5799.674211248285
2024-04-13,67276.4,5767.866941015089
2024-04-12,67232.2,5764.077503429356
2024-04-11,67929.4,5823.8511659807955
2024-04-10,66854.8,5731.721536351166
2024-04-09,67174.2,5759.104938271605
2024-04-08,66864.5,5732.553155006859
2024-04-07,66105.7,5667.498285322359
2024-04-06,66609.6,5710.699588477367
2024-04-05,66546.1,5705.255486968451
2024-04-04,65644.6,5627.966392318245
2024-04-03,65919.2,5651.508916323731
2024-04-02,65319.4,5600.085733882031
2024-04-01,64459.8,5526.38888888889
2024-03-31,64027.0,5489.283264746228
2024-03-30,63943.8,5482.150205761317
2024-03-29,63943.8,5482.150205761317
2024-03-28,63966.4,5484.087791495199
2024-03-27,62803.1,5384.353566529492
2024-03-26,62324.4,5343.3127572016465
2024-03-25,62202.3,5332.844650205761
2024-03-24,62136.2,5327.177640603566
2024-03-23,62129.3,5326.586076817559
2024-03-22,62114.2,5325.291495198902
2024-03-21,62313.9,5342.4125514403295
2024-03-20,62306.3,5341.7609739369
2024-03-19,61489.5,5271.73353909465
2024-03-18,61481.0,5271.004801097394
2024-03-17,61334.9,5258.479080932785
2024-03-16,61334.9,5258.479080932785
2024-03-15,61381.3,5262.457133058985
2024-03-14,61591.3,5280.461248285323
2024-03-13,61786.7,5297.213648834019
2024-03-12,61270.9,5252.992112482853
2024-03-11,61959.4,5312.019890260632
2024-03-10,61835.3,5301.380315500686
2024-03-09,61835.3,5301.380315500686
2024-03-08,61810.4,5299.245541838135
2024-03-07,61299.7,5255.461248285323
2024-03-06,60962.8,5226.577503429356
2024-03-05,60591.6,5194.753086419753
2024-03-04,60213.4,5162.32853223594
2024-03-03,59239.9,5078.866598079561
2024-03-02,59239.9,5078.866598079561
2024-03-01,59257.0,5080.332647462277
2024-02-29,58190.2,4988.871742112483
2024-02-28,57853.2,4959.979423868313
2024-02-27,57755.7,4951.62037037037
2024-02-26,57767.2,4952.606310013717
2024-02-25,57901.9,4964.154663923183
2024-02-24,57916.7,4965.4235253772285
2024-02-23,57961.0,4969.221536351166
2024-02-22,57533.3,4932.553155006859
2024-02-21,57683.1,4945.3960905349795
2024-02-20,57586.6,4937.122770919067
2024-02-19,57505.8,4930.195473251029
2024-02-18,57366.7,4918.269890260631
2024-02-17,57366.7,4918.269890260631
2024-02-16,57325.4,4914.729080932785
2024-02-15,57090.0,4894.547325102881
2024-02-14,56732.9,4863.931755829904
2024-02-13,56837.2,4872.873799725651
2024-02-12,57504.5,4930.08401920439
2024-02-11,57686.7,4945.704732510288
2024-02-10,57686.7,4945.704732510288
2024-02-09,57671.6,4944.410150891632
2024-02-08,57912.0,4965.020576131687
2024-02-07,57958.0,4968.964334705076
2024-02-06,58067.6,4978.360768175583
2024-02-05,57721.1,4948.653978052126
2024-02-04,58109.8,4981.978737997257
2024-02-03,58109.8,4981.978737997257
2024-02-02,58039.1,4975.917352537723
2024-02-01,58490.2,5014.591906721536
2024-01-31,57924.4,4966.083676268861
2024-01-30,58081.9,4979.586762688615
2024-01-29,57930.3,4966.58950617284
2024-01-28,57582.2,4936.745541838134
2024-01-27,57582.2,4936.745541838134
2024-01-26,57529.5,4932.227366255144
2024-01-25,57564.2,4935.202331961591
2024-01-24,57455.6,4925.891632373114
2024-01-23,57913.9,4965.183470507545
2024-01-22,57617.7,4939.789094650206
2024-01-21,57906.1,4964.514746227709
2024-01-20,57906.1,4964.514746227709
2024-01-19,57871.6,4961.556927297668
2024-01-18,57669.9,4944.264403292182
2024-01-17,57258.2,4908.967764060357
2024-01-16,57856.2,4960.236625514403
2024-01-15,58409.0,5007.630315500686
2024-01-14,58287.6,4997.222222222223
2024-01-13,58287.6,4997.222222222223
2024-01-12,58203.0,4989.969135802469
2024-01-11,57777.6,4953.497942386832
2024-01-10,57707.0,4947.445130315501
2024-01-09,57911.7,4964.994855967078
2024-01-08,57804.9,4955.838477366256
2024-01-07,58406.8,5007.44170096022
2024-01-06,58406.8,5007.44170096022
2024-01-05,58344.7,5002.117626886145
2024-01-04,58424.7,5008.976337448559
2024-01-03,58292.9,4997.676611796983
2024-01-02,58889.2,5048.799725651577
2024-01-01,58925.6,5051.920438957476
2023-12-31,58920.5,5051.483196159123
2023-12-30,58920.5,5051.483196159123
2023-12-29,59037.3,5061.496913580248
2023-12-28,59031.3,5060.982510288066
2023-12-27,59367.7,5089.823388203018
2023-12-26,58882.2,5048.199588477366
2023-12-25,58607.9,5024.682784636489
2023-12-24,58721.9,5034.456447187929
2023-12-23,58721.9,5034.456447187929
2023-12-22,58666.1,5029.672496570644
2023-12-21,58380.6,5005.1954732510285
2023-12-20,58005.2,4973.0109739369
2023-12-19,58155.6,4985.905349794239
2023-12-18,57813.0,4956.5329218107
2023-12-17,57564.4,4935.219478737998
2023-12-16,57564.4,4935.219478737998
2023-12-15,57528.2,4932.115912208505
2023-12-14,58178.1,4987.834362139918
2023-12-13,57563.2,4935.116598079561
2023-12-12,56672.4,4858.744855967078
2023-12-11,56698.0,4860.939643347051
2023-12-10,57402.5,4921.339163237311
2023-12-09,57402.5,4921.339163237311
2023-12-08,57320.2,4914.283264746227
2023-12-07,58086.1,4979.946844993141
2023-12-06,58032.0,4975.308641975309
2023-12-05,57797.6,4955.212620027435
2023-12-04,58168.1,4986.977023319616
2023-12-03,59204.1,5075.797325102881
2023-12-02,59204.1,5075.797325102881
2023-12-01,59088.9,5065.9207818930045
2023-11-30,58249.8,4993.981481481482
2023-11-29,58519.7,5017.121056241426
2023-11-28,58399.7,5006.832990397805
2023-11-27,57571.2,4935.802469135802
2023-11-26,57250.4,4908.2990397805215
